vtx-A03-17-n2-0	Δ = 17	bi.bi = -2	b0.bi = 0	hypers = 8 x (irr-A3-4)
vtx-A03-246-98-28-b	Δ = 246	bi.bi = 98	b0.bi = 28	hypers = 7 x (irr-A3-4) + 1 x (irr-A3-6) + 1 x (irr-A3-10) + 3 x (irr-A3-15) + 3 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-36)
vtx-A03-246-98-28-d	Δ = 246	bi.bi = 98	b0.bi = 28	hypers = 6 x (irr-A3-4) + 1 x (irr-A3-6) + 1 x (irr-A3-10) + 3 x (irr-A3-15) + 4 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-246-98-28-e	Δ = 246	bi.bi = 98	b0.bi = 28	hypers = 4 x (irr-A3-4) + 1 x (irr-A3-6) + 5 x (irr-A3-10) + 3 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-64)
vtx-A03-246-98-28-f	Δ = 246	bi.bi = 98	b0.bi = 28	hypers = 5 x (irr-A3-4) + 1 x (irr-A3-6) + 5 x (irr-A3-10) + 7 x (irr-A3-20a) + 1 x (irr-A3-45)
vtx-A03-246-98-28-h	Δ = 246	bi.bi = 98	b0.bi = 28	hypers = 4 x (irr-A3-4) + 4 x (irr-A3-10) + 4 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-246-98-28-j	Δ = 246	bi.bi = 98	b0.bi = 28	hypers = 5 x (irr-A3-4) + 1 x (irr-A3-6) + 1 x (irr-A3-10) + 3 x (irr-A3-15) + 5 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-246-105-29-a	Δ = 246	bi.bi = 105	b0.bi = 29	hypers = 4 x (irr-A3-4) + 1 x (irr-A3-6) + 12 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-64)
vtx-A03-246-105-29-b	Δ = 246	bi.bi = 105	b0.bi = 29	hypers = 5 x (irr-A3-4) + 1 x (irr-A3-6) + 8 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 4 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-246-105-29-c	Δ = 246	bi.bi = 105	b0.bi = 29	hypers = 6 x (irr-A3-4) + 1 x (irr-A3-6) + 8 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-246-105-29-d	Δ = 246	bi.bi = 105	b0.bi = 29	hypers = 4 x (irr-A3-4) + 11 x (irr-A3-10) + 2 x (irr-A3-15) + 3 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-246-119-31-a	Δ = 246	bi.bi = 119	b0.bi = 31	hypers = 6 x (irr-A3-4) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c) + 2 x (irr-A3-36)
vtx-A03-246-119-31-c	Δ = 246	bi.bi = 119	b0.bi = 31	hypers = 4 x (irr-A3-4) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-64)
vtx-A03-246-119-31-d	Δ = 246	bi.bi = 119	b0.bi = 31	hypers = 4 x (irr-A3-4) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 5 x (irr-A3-20a) + 3 x (irr-A3-20b) + 3 x (irr-A3-20c)
vtx-A03-246-119-31-e	Δ = 246	bi.bi = 119	b0.bi = 31	hypers = 3 x (irr-A3-4) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-246-119-31-f	Δ = 246	bi.bi = 119	b0.bi = 31	hypers = 5 x (irr-A3-4) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a) + 3 x (irr-A3-20b) + 2 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-246-135-33-c	Δ = 246	bi.bi = 135	b0.bi = 33	hypers = 2 x (irr-A3-4) + 7 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 2 x (irr-A3-64)
vtx-A03-246-162-36-a	Δ = 246	bi.bi = 162	b0.bi = 36	hypers = 6 x (irr-A3-4) + 1 x (irr-A3-15) + 3 x (irr-A3-20b) + 2 x (irr-A3-36) + 2 x (irr-A3-45)
vtx-A03-247-25-15	Δ = 247	bi.bi = 25	b0.bi = 15	hypers = 20 x (irr-A3-4) + 17 x (irr-A3-6) + 2 x (irr-A3-10) + 4 x (irr-A3-15)
vtx-A03-247-30-16	Δ = 247	bi.bi = 30	b0.bi = 16	hypers = 19 x (irr-A3-4) + 16 x (irr-A3-6) + 4 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-247-32-16-a	Δ = 247	bi.bi = 32	b0.bi = 16	hypers = 32 x (irr-A3-4) + 4 x (irr-A3-6) + 6 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-247-32-16-b	Δ = 247	bi.bi = 32	b0.bi = 16	hypers = 33 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-247-33-17	Δ = 247	bi.bi = 33	b0.bi = 17	hypers = 4 x (irr-A3-4) + 26 x (irr-A3-6) + 9 x (irr-A3-10)
vtx-A03-247-35-17	Δ = 247	bi.bi = 35	b0.bi = 17	hypers = 18 x (irr-A3-4) + 15 x (irr-A3-6) + 6 x (irr-A3-10) + 2 x (irr-A3-20a)
vtx-A03-247-36-18	Δ = 247	bi.bi = 36	b0.bi = 18	hypers = 22 x (irr-A3-6) + 4 x (irr-A3-10) + 6 x (irr-A3-15)
vtx-A03-247-40-18	Δ = 247	bi.bi = 40	b0.bi = 18	hypers = 16 x (irr-A3-4) + 13 x (irr-A3-6) + 7 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-247-45-19	Δ = 247	bi.bi = 45	b0.bi = 19	hypers = 15 x (irr-A3-4) + 12 x (irr-A3-6) + 9 x (irr-A3-10) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-247-48-20-a	Δ = 247	bi.bi = 48	b0.bi = 20	hypers = 11 x (irr-A3-4) + 8 x (irr-A3-6) + 4 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-247-48-20-b	Δ = 247	bi.bi = 48	b0.bi = 20	hypers = 12 x (irr-A3-4) + 9 x (irr-A3-6) + 5 x (irr-A3-10) + 2 x (irr-A3-15) + 4 x (irr-A3-20a)
vtx-A03-247-55-21	Δ = 247	bi.bi = 55	b0.bi = 21	hypers = 12 x (irr-A3-4) + 9 x (irr-A3-6) + 12 x (irr-A3-10) + 2 x (irr-A3-20b)
vtx-A03-247-56-22-a	Δ = 247	bi.bi = 56	b0.bi = 22	hypers = 7 x (irr-A3-4) + 4 x (irr-A3-6) + 2 x (irr-A3-10) + 6 x (irr-A3-15) + 5 x (irr-A3-20a)
vtx-A03-247-56-22-b	Δ = 247	bi.bi = 56	b0.bi = 22	hypers = 6 x (irr-A3-4) + 3 x (irr-A3-6) + 1 x (irr-A3-10) + 10 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-247-63-23-a	Δ = 247	bi.bi = 63	b0.bi = 23	hypers = 8 x (irr-A3-4) + 5 x (irr-A3-6) + 10 x (irr-A3-10) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-247-63-23-b	Δ = 247	bi.bi = 63	b0.bi = 23	hypers = 7 x (irr-A3-4) + 4 x (irr-A3-6) + 9 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b)
vtx-A03-247-72-24-a	Δ = 247	bi.bi = 72	b0.bi = 24	hypers = 8 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-15) + 7 x (irr-A3-20a) + 1 x (irr-A3-20c)
vtx-A03-247-72-24-b	Δ = 247	bi.bi = 72	b0.bi = 24	hypers = 8 x (irr-A3-4) + 4 x (irr-A3-6) + 6 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-247-72-24-c	Δ = 247	bi.bi = 72	b0.bi = 24	hypers = 7 x (irr-A3-4) + 4 x (irr-A3-6) + 6 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-247-72-24-d	Δ = 247	bi.bi = 72	b0.bi = 24	hypers = 9 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-15) + 6 x (irr-A3-20a) + 1 x (irr-A3-36)
vtx-A03-247-77-25-b	Δ = 247	bi.bi = 77	b0.bi = 25	hypers = 7 x (irr-A3-4) + 4 x (irr-A3-6) + 3 x (irr-A3-10) + 8 x (irr-A3-20a) + 1 x (irr-A3-20c)
vtx-A03-247-77-25-c	Δ = 247	bi.bi = 77	b0.bi = 25	hypers = 6 x (irr-A3-4) + 3 x (irr-A3-6) + 2 x (irr-A3-10) + 4 x (irr-A3-15) + 5 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-247-77-25-e	Δ = 247	bi.bi = 77	b0.bi = 25	hypers = 7 x (irr-A3-4) + 3 x (irr-A3-6) + 2 x (irr-A3-10) + 4 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-247-77-25-f	Δ = 247	bi.bi = 77	b0.bi = 25	hypers = 8 x (irr-A3-4) + 4 x (irr-A3-6) + 3 x (irr-A3-10) + 7 x (irr-A3-20a) + 1 x (irr-A3-36)
vtx-A03-247-84-26-a	Δ = 247	bi.bi = 84	b0.bi = 26	hypers = 6 x (irr-A3-4) + 3 x (irr-A3-6) + 9 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-247-84-26-b	Δ = 247	bi.bi = 84	b0.bi = 26	hypers = 7 x (irr-A3-4) + 3 x (irr-A3-6) + 9 x (irr-A3-10) + 2 x (irr-A3-15) + 3 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-247-98-28-a	Δ = 247	bi.bi = 98	b0.bi = 28	hypers = 5 x (irr-A3-4) + 2 x (irr-A3-6) + 2 x (irr-A3-10) + 2 x (irr-A3-15) + 5 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-247-98-28-b	Δ = 247	bi.bi = 98	b0.bi = 28	hypers = 4 x (irr-A3-4) + 1 x (irr-A3-6) + 5 x (irr-A3-10) + 3 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-247-98-28-e	Δ = 247	bi.bi = 98	b0.bi = 28	hypers = 4 x (irr-A3-4) + 2 x (irr-A3-6) + 6 x (irr-A3-10) + 2 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-64)
vtx-A03-247-98-28-f	Δ = 247	bi.bi = 98	b0.bi = 28	hypers = 3 x (irr-A3-4) + 4 x (irr-A3-10) + 7 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-247-98-28-h	Δ = 247	bi.bi = 98	b0.bi = 28	hypers = 6 x (irr-A3-4) + 2 x (irr-A3-6) + 2 x (irr-A3-10) + 2 x (irr-A3-15) + 4 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-247-98-28-i	Δ = 247	bi.bi = 98	b0.bi = 28	hypers = 7 x (irr-A3-4) + 2 x (irr-A3-6) + 2 x (irr-A3-10) + 2 x (irr-A3-15) + 3 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-36)
vtx-A03-247-98-28-j	Δ = 247	bi.bi = 98	b0.bi = 28	hypers = 3 x (irr-A3-4) + 1 x (irr-A3-6) + 5 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-64)
vtx-A03-247-105-29-a	Δ = 247	bi.bi = 105	b0.bi = 29	hypers = 4 x (irr-A3-4) + 2 x (irr-A3-6) + 13 x (irr-A3-10) + 2 x (irr-A3-20b) + 1 x (irr-A3-64)
vtx-A03-247-105-29-b	Δ = 247	bi.bi = 105	b0.bi = 29	hypers = 6 x (irr-A3-4) + 2 x (irr-A3-6) + 9 x (irr-A3-10) + 4 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-247-105-29-c	Δ = 247	bi.bi = 105	b0.bi = 29	hypers = 5 x (irr-A3-4) + 2 x (irr-A3-6) + 9 x (irr-A3-10) + 1 x (irr-A3-20a) + 4 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-247-105-29-d	Δ = 247	bi.bi = 105	b0.bi = 29	hypers = 4 x (irr-A3-4) + 1 x (irr-A3-6) + 12 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-247-119-31-a	Δ = 247	bi.bi = 119	b0.bi = 31	hypers = 2 x (irr-A3-4) + 5 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-247-119-31-c	Δ = 247	bi.bi = 119	b0.bi = 31	hypers = 5 x (irr-A3-4) + 1 x (irr-A3-6) + 2 x (irr-A3-10) + 4 x (irr-A3-20a) + 3 x (irr-A3-20b) + 2 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-247-119-31-d	Δ = 247	bi.bi = 119	b0.bi = 31	hypers = 3 x (irr-A3-4) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-247-119-31-e	Δ = 247	bi.bi = 119	b0.bi = 31	hypers = 4 x (irr-A3-4) + 1 x (irr-A3-6) + 2 x (irr-A3-10) + 5 x (irr-A3-20a) + 3 x (irr-A3-20b) + 3 x (irr-A3-20c)
vtx-A03-247-119-31-g	Δ = 247	bi.bi = 119	b0.bi = 31	hypers = 6 x (irr-A3-4) + 1 x (irr-A3-6) + 2 x (irr-A3-10) + 3 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c) + 2 x (irr-A3-36)
vtx-A03-247-119-31-i	Δ = 247	bi.bi = 119	b0.bi = 31	hypers = 3 x (irr-A3-4) + 5 x (irr-A3-10) + 4 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-64)
vtx-A03-247-119-31-j	Δ = 247	bi.bi = 119	b0.bi = 31	hypers = 4 x (irr-A3-4) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-45)
vtx-A03-247-119-31-k	Δ = 247	bi.bi = 119	b0.bi = 31	hypers = 4 x (irr-A3-4) + 1 x (irr-A3-6) + 6 x (irr-A3-10) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-64)
vtx-A03-247-119-31-m	Δ = 247	bi.bi = 119	b0.bi = 31	hypers = 3 x (irr-A3-4) + 1 x (irr-A3-6) + 6 x (irr-A3-10) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-247-135-33-a	Δ = 247	bi.bi = 135	b0.bi = 33	hypers = 7 x (irr-A3-4) + 1 x (irr-A3-6) + 1 x (irr-A3-20a) + 4 x (irr-A3-20b) + 1 x (irr-A3-20c) + 3 x (irr-A3-36)
vtx-A03-247-135-33-b	Δ = 247	bi.bi = 135	b0.bi = 33	hypers = 2 x (irr-A3-4) + 7 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-247-135-33-c	Δ = 247	bi.bi = 135	b0.bi = 33	hypers = 6 x (irr-A3-4) + 1 x (irr-A3-6) + 2 x (irr-A3-20a) + 4 x (irr-A3-20b) + 2 x (irr-A3-20c) + 2 x (irr-A3-36)
vtx-A03-247-135-33-h	Δ = 247	bi.bi = 135	b0.bi = 33	hypers = 2 x (irr-A3-4) + 1 x (irr-A3-6) + 8 x (irr-A3-10) + 2 x (irr-A3-20a) + 2 x (irr-A3-64)
vtx-A03-247-135-33-i	Δ = 247	bi.bi = 135	b0.bi = 33	hypers = 8 x (irr-A3-4) + 1 x (irr-A3-6) + 4 x (irr-A3-20b) + 4 x (irr-A3-36)
vtx-A03-247-162-36-a	Δ = 247	bi.bi = 162	b0.bi = 36	hypers = 6 x (irr-A3-4) + 1 x (irr-A3-6) + 1 x (irr-A3-10) + 3 x (irr-A3-20b) + 2 x (irr-A3-36) + 2 x (irr-A3-45)
vtx-A03-248-25-15	Δ = 248	bi.bi = 25	b0.bi = 15	hypers = 20 x (irr-A3-4) + 18 x (irr-A3-6) + 3 x (irr-A3-10) + 3 x (irr-A3-15)
vtx-A03-248-27-15	Δ = 248	bi.bi = 27	b0.bi = 15	hypers = 34 x (irr-A3-4) + 7 x (irr-A3-6) + 3 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-248-30-16	Δ = 248	bi.bi = 30	b0.bi = 16	hypers = 19 x (irr-A3-4) + 17 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-248-32-16-a	Δ = 248	bi.bi = 32	b0.bi = 16	hypers = 32 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-248-32-16-b	Δ = 248	bi.bi = 32	b0.bi = 16	hypers = 33 x (irr-A3-4) + 6 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-248-33-17	Δ = 248	bi.bi = 33	b0.bi = 17	hypers = 15 x (irr-A3-4) + 13 x (irr-A3-6) + 7 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-248-36-18	Δ = 248	bi.bi = 36	b0.bi = 18	hypers = 23 x (irr-A3-6) + 5 x (irr-A3-10) + 5 x (irr-A3-15)
vtx-A03-248-40-18	Δ = 248	bi.bi = 40	b0.bi = 18	hypers = 16 x (irr-A3-4) + 14 x (irr-A3-6) + 8 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-248-45-19	Δ = 248	bi.bi = 45	b0.bi = 19	hypers = 27 x (irr-A3-4) + 1 x (irr-A3-10) + 3 x (irr-A3-15) + 5 x (irr-A3-20a)
vtx-A03-248-48-20-a	Δ = 248	bi.bi = 48	b0.bi = 20	hypers = 11 x (irr-A3-4) + 9 x (irr-A3-6) + 5 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-248-48-20-b	Δ = 248	bi.bi = 48	b0.bi = 20	hypers = 12 x (irr-A3-4) + 10 x (irr-A3-6) + 6 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a)
vtx-A03-248-56-22-a	Δ = 248	bi.bi = 56	b0.bi = 22	hypers = 6 x (irr-A3-4) + 4 x (irr-A3-6) + 2 x (irr-A3-10) + 9 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-248-56-22-b	Δ = 248	bi.bi = 56	b0.bi = 22	hypers = 7 x (irr-A3-4) + 5 x (irr-A3-6) + 3 x (irr-A3-10) + 5 x (irr-A3-15) + 5 x (irr-A3-20a)
vtx-A03-248-63-23	Δ = 248	bi.bi = 63	b0.bi = 23	hypers = 7 x (irr-A3-4) + 5 x (irr-A3-6) + 10 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b)
vtx-A03-248-64-24	Δ = 248	bi.bi = 64	b0.bi = 24	hypers = 2 x (irr-A3-4) + 9 x (irr-A3-15) + 6 x (irr-A3-20a)
vtx-A03-248-72-24-a	Δ = 248	bi.bi = 72	b0.bi = 24	hypers = 9 x (irr-A3-4) + 6 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 6 x (irr-A3-20a) + 1 x (irr-A3-36)
vtx-A03-248-72-24-b	Δ = 248	bi.bi = 72	b0.bi = 24	hypers = 8 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-248-72-24-c	Δ = 248	bi.bi = 72	b0.bi = 24	hypers = 7 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-248-72-24-d	Δ = 248	bi.bi = 72	b0.bi = 24	hypers = 8 x (irr-A3-4) + 6 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 7 x (irr-A3-20a) + 1 x (irr-A3-20c)
vtx-A03-248-72-24-e	Δ = 248	bi.bi = 72	b0.bi = 24	hypers = 6 x (irr-A3-4) + 4 x (irr-A3-6) + 9 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-248-72-24-f	Δ = 248	bi.bi = 72	b0.bi = 24	hypers = 7 x (irr-A3-4) + 4 x (irr-A3-6) + 9 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-248-77-25-a	Δ = 248	bi.bi = 77	b0.bi = 25	hypers = 6 x (irr-A3-4) + 4 x (irr-A3-6) + 3 x (irr-A3-10) + 3 x (irr-A3-15) + 5 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-248-77-25-b	Δ = 248	bi.bi = 77	b0.bi = 25	hypers = 7 x (irr-A3-4) + 4 x (irr-A3-6) + 3 x (irr-A3-10) + 3 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-248-84-26-a	Δ = 248	bi.bi = 84	b0.bi = 26	hypers = 6 x (irr-A3-4) + 4 x (irr-A3-6) + 10 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-248-84-26-b	Δ = 248	bi.bi = 84	b0.bi = 26	hypers = 7 x (irr-A3-4) + 4 x (irr-A3-6) + 10 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-248-96-28-a	Δ = 248	bi.bi = 96	b0.bi = 28	hypers = 1 x (irr-A3-4) + 9 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-64)
vtx-A03-248-96-28-b	Δ = 248	bi.bi = 96	b0.bi = 28	hypers = 2 x (irr-A3-4) + 6 x (irr-A3-15) + 6 x (irr-A3-20a) + 1 x (irr-A3-45)
vtx-A03-248-98-28-b	Δ = 248	bi.bi = 98	b0.bi = 28	hypers = 7 x (irr-A3-4) + 3 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-36)
vtx-A03-248-98-28-c	Δ = 248	bi.bi = 98	b0.bi = 28	hypers = 4 x (irr-A3-4) + 3 x (irr-A3-6) + 7 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-64)
vtx-A03-248-98-28-d	Δ = 248	bi.bi = 98	b0.bi = 28	hypers = 6 x (irr-A3-4) + 3 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-248-98-28-e	Δ = 248	bi.bi = 98	b0.bi = 28	hypers = 4 x (irr-A3-4) + 2 x (irr-A3-6) + 6 x (irr-A3-10) + 2 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-248-98-28-f	Δ = 248	bi.bi = 98	b0.bi = 28	hypers = 3 x (irr-A3-4) + 2 x (irr-A3-6) + 6 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-64)
vtx-A03-248-98-28-i	Δ = 248	bi.bi = 98	b0.bi = 28	hypers = 5 x (irr-A3-4) + 3 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-15) + 5 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-248-98-28-j	Δ = 248	bi.bi = 98	b0.bi = 28	hypers = 3 x (irr-A3-4) + 1 x (irr-A3-6) + 5 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-248-105-29	Δ = 248	bi.bi = 105	b0.bi = 29	hypers = 4 x (irr-A3-4) + 2 x (irr-A3-6) + 13 x (irr-A3-10) + 3 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-248-108-30-a	Δ = 248	bi.bi = 108	b0.bi = 30	hypers = 3 x (irr-A3-4) + 6 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-248-108-30-b	Δ = 248	bi.bi = 108	b0.bi = 30	hypers = 4 x (irr-A3-4) + 6 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 3 x (irr-A3-20b) + 2 x (irr-A3-36)
vtx-A03-248-108-30-c	Δ = 248	bi.bi = 108	b0.bi = 30	hypers = 2 x (irr-A3-4) + 6 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a) + 3 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-248-108-30-d	Δ = 248	bi.bi = 108	b0.bi = 30	hypers = 1 x (irr-A3-4) + 10 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-64)
vtx-A03-248-119-31-a	Δ = 248	bi.bi = 119	b0.bi = 31	hypers = 3 x (irr-A3-4) + 1 x (irr-A3-6) + 6 x (irr-A3-10) + 3 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-64)
