vtx-A03-17-n2-0	Δ = 17	bi.bi = -2	b0.bi = 0	hypers = 8 x (irr-A3-4)
vtx-A03-371-128-40-a	Δ = 371	bi.bi = 128	b0.bi = 40	hypers = 7 x (irr-A3-4) + 2 x (irr-A3-6) + 18 x (irr-A3-10) + 2 x (irr-A3-15) + 5 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-371-128-40-b	Δ = 371	bi.bi = 128	b0.bi = 40	hypers = 6 x (irr-A3-4) + 2 x (irr-A3-6) + 18 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20a) + 5 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-371-130-36-a	Δ = 371	bi.bi = 130	b0.bi = 36	hypers = 10 x (irr-A3-4) + 30 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-20a) + 1 x (irr-A3-36) + 2 x (irr-A3-45)
vtx-A03-371-130-36-b	Δ = 371	bi.bi = 130	b0.bi = 36	hypers = 32 x (irr-A3-4) + 2 x (irr-A3-6) + 6 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-36) + 1 x (irr-A3-60)
vtx-A03-371-130-36-c	Δ = 371	bi.bi = 130	b0.bi = 36	hypers = 31 x (irr-A3-4) + 2 x (irr-A3-6) + 6 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20c) + 1 x (irr-A3-60)
vtx-A03-371-130-36-e	Δ = 371	bi.bi = 130	b0.bi = 36	hypers = 35 x (irr-A3-4) + 6 x (irr-A3-6) + 6 x (irr-A3-10) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-45)
vtx-A03-371-132-34	Δ = 371	bi.bi = 132	b0.bi = 34	hypers = 11 x (irr-A3-4) + 32 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-35)
vtx-A03-371-135-37-a	Δ = 371	bi.bi = 135	b0.bi = 37	hypers = 31 x (irr-A3-4) + 1 x (irr-A3-6) + 8 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-36) + 1 x (irr-A3-60)
vtx-A03-371-135-37-d	Δ = 371	bi.bi = 135	b0.bi = 37	hypers = 34 x (irr-A3-4) + 6 x (irr-A3-6) + 5 x (irr-A3-10) + 3 x (irr-A3-20b) + 2 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-371-135-37-e	Δ = 371	bi.bi = 135	b0.bi = 37	hypers = 30 x (irr-A3-4) + 1 x (irr-A3-6) + 8 x (irr-A3-10) + 4 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20c) + 1 x (irr-A3-60)
vtx-A03-371-135-37-f	Δ = 371	bi.bi = 135	b0.bi = 37	hypers = 8 x (irr-A3-4) + 29 x (irr-A3-6) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 3 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-371-135-37-g	Δ = 371	bi.bi = 135	b0.bi = 37	hypers = 7 x (irr-A3-4) + 28 x (irr-A3-6) + 3 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 2 x (irr-A3-45)
vtx-A03-371-135-37-h	Δ = 371	bi.bi = 135	b0.bi = 37	hypers = 8 x (irr-A3-4) + 30 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b) + 3 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-371-135-37-i	Δ = 371	bi.bi = 135	b0.bi = 37	hypers = 7 x (irr-A3-4) + 29 x (irr-A3-6) + 4 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20c) + 1 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-371-135-37-j	Δ = 371	bi.bi = 135	b0.bi = 37	hypers = 35 x (irr-A3-4) + 6 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-20a) + 5 x (irr-A3-20b) + 4 x (irr-A3-20c)
vtx-A03-371-135-37-k	Δ = 371	bi.bi = 135	b0.bi = 37	hypers = 34 x (irr-A3-4) + 5 x (irr-A3-6) + 4 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20b) + 2 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-371-135-37-l	Δ = 371	bi.bi = 135	b0.bi = 37	hypers = 36 x (irr-A3-4) + 6 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-20b) + 3 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-371-140-38-a	Δ = 371	bi.bi = 140	b0.bi = 38	hypers = 30 x (irr-A3-4) + 10 x (irr-A3-10) + 2 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-36) + 1 x (irr-A3-60)
vtx-A03-371-140-38-b	Δ = 371	bi.bi = 140	b0.bi = 38	hypers = 32 x (irr-A3-4) + 3 x (irr-A3-6) + 9 x (irr-A3-10) + 3 x (irr-A3-20b) + 2 x (irr-A3-45)
vtx-A03-371-140-38-d	Δ = 371	bi.bi = 140	b0.bi = 38	hypers = 6 x (irr-A3-4) + 27 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 2 x (irr-A3-45)
vtx-A03-371-140-38-e	Δ = 371	bi.bi = 140	b0.bi = 38	hypers = 7 x (irr-A3-4) + 27 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-20b) + 1 x (irr-A3-36) + 2 x (irr-A3-45)
vtx-A03-371-145-39-c	Δ = 371	bi.bi = 145	b0.bi = 39	hypers = 32 x (irr-A3-4) + 3 x (irr-A3-6) + 4 x (irr-A3-10) + 6 x (irr-A3-20b) + 4 x (irr-A3-20c)
vtx-A03-371-145-39-d	Δ = 371	bi.bi = 145	b0.bi = 39	hypers = 6 x (irr-A3-4) + 27 x (irr-A3-6) + 1 x (irr-A3-20a) + 4 x (irr-A3-20b) + 5 x (irr-A3-20c)
vtx-A03-371-145-39-e	Δ = 371	bi.bi = 145	b0.bi = 39	hypers = 7 x (irr-A3-4) + 27 x (irr-A3-6) + 4 x (irr-A3-20b) + 4 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-371-156-38-a	Δ = 371	bi.bi = 156	b0.bi = 38	hypers = 32 x (irr-A3-4) + 3 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 6 x (irr-A3-20b) + 1 x (irr-A3-35)
vtx-A03-371-156-38-b	Δ = 371	bi.bi = 156	b0.bi = 38	hypers = 33 x (irr-A3-4) + 4 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 5 x (irr-A3-20b) + 1 x (irr-A3-35)
vtx-A03-371-168-40-a	Δ = 371	bi.bi = 168	b0.bi = 40	hypers = 35 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20c) + 1 x (irr-A3-36) + 1 x (irr-A3-45) + 1 x (irr-A3-60)
vtx-A03-371-168-40-b	Δ = 371	bi.bi = 168	b0.bi = 40	hypers = 34 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20c) + 1 x (irr-A3-45) + 1 x (irr-A3-60)
vtx-A03-371-175-39	Δ = 371	bi.bi = 175	b0.bi = 39	hypers = 8 x (irr-A3-4) + 29 x (irr-A3-6) + 2 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-35) + 1 x (irr-A3-60)
vtx-A03-371-189-39	Δ = 371	bi.bi = 189	b0.bi = 39	hypers = 36 x (irr-A3-4) + 7 x (irr-A3-6) + 7 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-35) + 1 x (irr-A3-50)
vtx-A03-371-192-40	Δ = 371	bi.bi = 192	b0.bi = 40	hypers = 32 x (irr-A3-4) + 3 x (irr-A3-6) + 2 x (irr-A3-10) + 9 x (irr-A3-15) + 1 x (irr-A3-35) + 1 x (irr-A3-50)
vtx-A03-371-196-42-a	Δ = 371	bi.bi = 196	b0.bi = 42	hypers = 33 x (irr-A3-4) + 4 x (irr-A3-6) + 6 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20b) + 1 x (irr-A3-35) + 1 x (irr-A3-60)
vtx-A03-371-200-40-a	Δ = 371	bi.bi = 200	b0.bi = 40	hypers = 38 x (irr-A3-4) + 9 x (irr-A3-6) + 4 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20c) + 1 x (irr-A3-35) + 1 x (irr-A3-50)
vtx-A03-371-200-40-b	Δ = 371	bi.bi = 200	b0.bi = 40	hypers = 39 x (irr-A3-4) + 9 x (irr-A3-6) + 4 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-35) + 1 x (irr-A3-36) + 1 x (irr-A3-50)
vtx-A03-371-224-44-a	Δ = 371	bi.bi = 224	b0.bi = 44	hypers = 35 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20c) + 1 x (irr-A3-35) + 1 x (irr-A3-36) + 1 x (irr-A3-50)
vtx-A03-371-224-44-b	Δ = 371	bi.bi = 224	b0.bi = 44	hypers = 32 x (irr-A3-4) + 3 x (irr-A3-6) + 2 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-35) + 1 x (irr-A3-45) + 1 x (irr-A3-50)
vtx-A03-371-224-44-c	Δ = 371	bi.bi = 224	b0.bi = 44	hypers = 32 x (irr-A3-4) + 3 x (irr-A3-6) + 3 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-50) + 1 x (irr-A3-70)
vtx-A03-371-224-44-d	Δ = 371	bi.bi = 224	b0.bi = 44	hypers = 34 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-15) + 4 x (irr-A3-20a) + 2 x (irr-A3-20c) + 1 x (irr-A3-35) + 1 x (irr-A3-50)
vtx-A03-371-224-46-a	Δ = 371	bi.bi = 224	b0.bi = 46	hypers = 12 x (irr-A3-4) + 8 x (irr-A3-6) + 5 x (irr-A3-10) + 5 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20c) + 1 x (irr-A3-35) + 1 x (irr-A3-50)
vtx-A03-371-256-48-a	Δ = 371	bi.bi = 256	b0.bi = 48	hypers = 32 x (irr-A3-4) + 3 x (irr-A3-6) + 3 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-45) + 1 x (irr-A3-50) + 1 x (irr-A3-70)
vtx-A03-372-32-20	Δ = 372	bi.bi = 32	b0.bi = 20	hypers = 64 x (irr-A3-4) + 11 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-372-36-22	Δ = 372	bi.bi = 36	b0.bi = 22	hypers = 32 x (irr-A3-4) + 29 x (irr-A3-6) + 7 x (irr-A3-10) + 1 x (irr-A3-15)
vtx-A03-372-45-23	Δ = 372	bi.bi = 45	b0.bi = 23	hypers = 58 x (irr-A3-4) + 5 x (irr-A3-6) + 2 x (irr-A3-10) + 3 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-372-54-24-a	Δ = 372	bi.bi = 54	b0.bi = 24	hypers = 46 x (irr-A3-4) + 18 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-372-54-24-b	Δ = 372	bi.bi = 54	b0.bi = 24	hypers = 47 x (irr-A3-4) + 18 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-372-60-26-a	Δ = 372	bi.bi = 60	b0.bi = 26	hypers = 27 x (irr-A3-4) + 24 x (irr-A3-6) + 2 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-372-60-26-b	Δ = 372	bi.bi = 60	b0.bi = 26	hypers = 29 x (irr-A3-4) + 25 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-36)
vtx-A03-372-60-26-c	Δ = 372	bi.bi = 60	b0.bi = 26	hypers = 54 x (irr-A3-4) + 1 x (irr-A3-6) + 7 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 2 x (irr-A3-20b)
vtx-A03-372-60-26-d	Δ = 372	bi.bi = 60	b0.bi = 26	hypers = 28 x (irr-A3-4) + 25 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20c)
vtx-A03-372-66-28-a	Δ = 372	bi.bi = 66	b0.bi = 28	hypers = 9 x (irr-A3-4) + 31 x (irr-A3-6) + 3 x (irr-A3-10) + 5 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20c)
vtx-A03-372-66-28-b	Δ = 372	bi.bi = 66	b0.bi = 28	hypers = 35 x (irr-A3-4) + 7 x (irr-A3-6) + 7 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b)
vtx-A03-372-66-28-c	Δ = 372	bi.bi = 66	b0.bi = 28	hypers = 36 x (irr-A3-4) + 8 x (irr-A3-6) + 8 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-372-66-28-d	Δ = 372	bi.bi = 66	b0.bi = 28	hypers = 10 x (irr-A3-4) + 31 x (irr-A3-6) + 3 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-36)
vtx-A03-372-72-26-a	Δ = 372	bi.bi = 72	b0.bi = 26	hypers = 59 x (irr-A3-4) + 6 x (irr-A3-6) + 2 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-372-72-26-b	Δ = 372	bi.bi = 72	b0.bi = 26	hypers = 59 x (irr-A3-4) + 7 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-64)
vtx-A03-372-72-30-a	Δ = 372	bi.bi = 72	b0.bi = 30	hypers = 16 x (irr-A3-4) + 13 x (irr-A3-6) + 7 x (irr-A3-10) + 9 x (irr-A3-15) + 2 x (irr-A3-20b)
vtx-A03-372-72-30-b	Δ = 372	bi.bi = 72	b0.bi = 30	hypers = 17 x (irr-A3-4) + 14 x (irr-A3-6) + 8 x (irr-A3-10) + 5 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-372-72-30-c	Δ = 372	bi.bi = 72	b0.bi = 30	hypers = 18 x (irr-A3-4) + 15 x (irr-A3-6) + 9 x (irr-A3-10) + 1 x (irr-A3-15) + 6 x (irr-A3-20a)
vtx-A03-372-88-30-a	Δ = 372	bi.bi = 88	b0.bi = 30	hypers = 40 x (irr-A3-4) + 11 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-372-88-30-b	Δ = 372	bi.bi = 88	b0.bi = 30	hypers = 38 x (irr-A3-4) + 11 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-64)
vtx-A03-372-88-30-c	Δ = 372	bi.bi = 88	b0.bi = 30	hypers = 38 x (irr-A3-4) + 10 x (irr-A3-6) + 5 x (irr-A3-15) + 3 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-372-88-30-d	Δ = 372	bi.bi = 88	b0.bi = 30	hypers = 38 x (irr-A3-4) + 10 x (irr-A3-6) + 4 x (irr-A3-10) + 2 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-372-88-30-e	Δ = 372	bi.bi = 88	b0.bi = 30	hypers = 39 x (irr-A3-4) + 11 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-372-88-30-f	Δ = 372	bi.bi = 88	b0.bi = 30	hypers = 41 x (irr-A3-4) + 11 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-36)
vtx-A03-372-91-33-e	Δ = 372	bi.bi = 91	b0.bi = 33	hypers = 28 x (irr-A3-4) + 15 x (irr-A3-10) + 3 x (irr-A3-15) + 4 x (irr-A3-20b)
vtx-A03-372-96-32-a	Δ = 372	bi.bi = 96	b0.bi = 32	hypers = 33 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-10) + 6 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-372-96-32-c	Δ = 372	bi.bi = 96	b0.bi = 32	hypers = 33 x (irr-A3-4) + 6 x (irr-A3-6) + 2 x (irr-A3-10) + 5 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-64)
vtx-A03-372-96-32-d	Δ = 372	bi.bi = 96	b0.bi = 32	hypers = 32 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-10) + 9 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-64)
vtx-A03-372-96-32-e	Δ = 372	bi.bi = 96	b0.bi = 32	hypers = 32 x (irr-A3-4) + 4 x (irr-A3-6) + 10 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-372-96-32-f	Δ = 372	bi.bi = 96	b0.bi = 32	hypers = 22 x (irr-A3-4) + 19 x (irr-A3-6) + 7 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-372-110-32-a	Δ = 372	bi.bi = 110	b0.bi = 32	hypers = 40 x (irr-A3-4) + 13 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-372-110-32-b	Δ = 372	bi.bi = 110	b0.bi = 32	hypers = 40 x (irr-A3-4) + 12 x (irr-A3-6) + 3 x (irr-A3-15) + 1 x (irr-A3-20b) + 2 x (irr-A3-45)
vtx-A03-372-115-33-a	Δ = 372	bi.bi = 115	b0.bi = 33	hypers = 39 x (irr-A3-4) + 11 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b) + 2 x (irr-A3-45)
vtx-A03-372-115-33-b	Δ = 372	bi.bi = 115	b0.bi = 33	hypers = 39 x (irr-A3-4) + 12 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-20a) + 1 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-372-120-32	Δ = 372	bi.bi = 120	b0.bi = 32	hypers = 47 x (irr-A3-6) + 3 x (irr-A3-10) + 2 x (irr-A3-20b) + 1 x (irr-A3-35)
vtx-A03-372-120-34-a	Δ = 372	bi.bi = 120	b0.bi = 34	hypers = 38 x (irr-A3-4) + 11 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20b) + 2 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-372-120-34-b	Δ = 372	bi.bi = 120	b0.bi = 34	hypers = 38 x (irr-A3-4) + 10 x (irr-A3-6) + 2 x (irr-A3-15) + 3 x (irr-A3-20b) + 2 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-372-125-35-b	Δ = 372	bi.bi = 125	b0.bi = 35	hypers = 32 x (irr-A3-4) + 4 x (irr-A3-6) + 5 x (irr-A3-10) + 7 x (irr-A3-15) + 1 x (irr-A3-20c) + 1 x (irr-A3-60)
vtx-A03-372-125-35-c	Δ = 372	bi.bi = 125	b0.bi = 35	hypers = 36 x (irr-A3-4) + 9 x (irr-A3-6) + 6 x (irr-A3-10) + 1 x (irr-A3-20b) + 1 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-372-125-35-d	Δ = 372	bi.bi = 125	b0.bi = 35	hypers = 36 x (irr-A3-4) + 8 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20b) + 2 x (irr-A3-45)
vtx-A03-372-125-35-e	Δ = 372	bi.bi = 125	b0.bi = 35	hypers = 11 x (irr-A3-4) + 32 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-36) + 2 x (irr-A3-45)
vtx-A03-372-125-35-f	Δ = 372	bi.bi = 125	b0.bi = 35	hypers = 10 x (irr-A3-4) + 32 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20c) + 2 x (irr-A3-45)
vtx-A03-372-128-40-a	Δ = 372	bi.bi = 128	b0.bi = 40	hypers = 3 x (irr-A3-4) + 10 x (irr-A3-15) + 9 x (irr-A3-20a) + 1 x (irr-A3-45)
vtx-A03-372-128-40-b	Δ = 372	bi.bi = 128	b0.bi = 40	hypers = 7 x (irr-A3-4) + 3 x (irr-A3-6) + 19 x (irr-A3-10) + 1 x (irr-A3-15) + 5 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-372-128-40-c	Δ = 372	bi.bi = 128	b0.bi = 40	hypers = 2 x (irr-A3-4) + 13 x (irr-A3-15) + 6 x (irr-A3-20a) + 1 x (irr-A3-64)
vtx-A03-372-128-40-d	Δ = 372	bi.bi = 128	b0.bi = 40	hypers = 6 x (irr-A3-4) + 3 x (irr-A3-6) + 19 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 5 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-372-130-36-a	Δ = 372	bi.bi = 130	b0.bi = 36	hypers = 9 x (irr-A3-4) + 32 x (irr-A3-6) + 1 x (irr-A3-15) + 1 x (irr-A3-20b) + 3 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-372-130-36-c	Δ = 372	bi.bi = 130	b0.bi = 36	hypers = 31 x (irr-A3-4) + 3 x (irr-A3-6) + 7 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20c) + 1 x (irr-A3-60)
vtx-A03-372-130-36-d	Δ = 372	bi.bi = 130	b0.bi = 36	hypers = 32 x (irr-A3-4) + 3 x (irr-A3-6) + 7 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-36) + 1 x (irr-A3-60)
vtx-A03-372-132-34	Δ = 372	bi.bi = 132	b0.bi = 34	hypers = 11 x (irr-A3-4) + 33 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-35)
vtx-A03-372-135-37-a	Δ = 372	bi.bi = 135	b0.bi = 37	hypers = 7 x (irr-A3-4) + 30 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-20c) + 1 x (irr-A3-45) + 1 x (irr-A3-64)
vtx-A03-372-135-37-b	Δ = 372	bi.bi = 135	b0.bi = 37	hypers = 34 x (irr-A3-4) + 6 x (irr-A3-6) + 5 x (irr-A3-10) + 4 x (irr-A3-20b) + 2 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-372-135-37-c	Δ = 372	bi.bi = 135	b0.bi = 37	hypers = 7 x (irr-A3-4) + 29 x (irr-A3-6) + 4 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 2 x (irr-A3-45)
vtx-A03-372-135-37-d	Δ = 372	bi.bi = 135	b0.bi = 37	hypers = 8 x (irr-A3-4) + 30 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 3 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-372-135-37-e	Δ = 372	bi.bi = 135	b0.bi = 37	hypers = 30 x (irr-A3-4) + 2 x (irr-A3-6) + 9 x (irr-A3-10) + 3 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20c) + 1 x (irr-A3-60)
vtx-A03-372-135-37-f	Δ = 372	bi.bi = 135	b0.bi = 37	hypers = 31 x (irr-A3-4) + 2 x (irr-A3-6) + 9 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-36) + 1 x (irr-A3-60)
vtx-A03-372-140-38-a	Δ = 372	bi.bi = 140	b0.bi = 38	hypers = 29 x (irr-A3-4) + 1 x (irr-A3-6) + 11 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20c) + 1 x (irr-A3-60)
vtx-A03-372-140-38-b	Δ = 372	bi.bi = 140	b0.bi = 38	hypers = 30 x (irr-A3-4) + 1 x (irr-A3-6) + 11 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-36) + 1 x (irr-A3-60)
vtx-A03-372-140-38-c	Δ = 372	bi.bi = 140	b0.bi = 38	hypers = 28 x (irr-A3-4) + 10 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-60)
vtx-A03-372-144-36	Δ = 372	bi.bi = 144	b0.bi = 36	hypers = 22 x (irr-A3-4) + 19 x (irr-A3-6) + 3 x (irr-A3-10) + 2 x (irr-A3-20a) + 4 x (irr-A3-20b) + 1 x (irr-A3-35)
vtx-A03-372-156-38-a	Δ = 372	bi.bi = 156	b0.bi = 38	hypers = 33 x (irr-A3-4) + 5 x (irr-A3-6) + 3 x (irr-A3-10) + 3 x (irr-A3-20a) + 5 x (irr-A3-20b) + 1 x (irr-A3-35)
vtx-A03-372-156-38-b	Δ = 372	bi.bi = 156	b0.bi = 38	hypers = 32 x (irr-A3-4) + 4 x (irr-A3-6) + 2 x (irr-A3-10) + 4 x (irr-A3-15) + 6 x (irr-A3-20b) + 1 x (irr-A3-35)
vtx-A03-372-176-38	Δ = 372	bi.bi = 176	b0.bi = 38	hypers = 39 x (irr-A3-4) + 11 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-35) + 1 x (irr-A3-60)
vtx-A03-372-180-42-a	Δ = 372	bi.bi = 180	b0.bi = 42	hypers = 29 x (irr-A3-4) + 13 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20c) + 1 x (irr-A3-36) + 1 x (irr-A3-50)
