vtx-C03-63-n1-1	Δ = 63	bi.bi = -1	b0.bi = 1	hypers = 14 x (irr-C3-6-q)
vtx-C03-275-33-17-a	Δ = 275	bi.bi = 33	b0.bi = 17	hypers = 5 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-275-33-17-b	Δ = 275	bi.bi = 33	b0.bi = 17	hypers = 2.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-275-36-18	Δ = 275	bi.bi = 36	b0.bi = 18	hypers = 7 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-275-40-18	Δ = 275	bi.bi = 40	b0.bi = 18	hypers = 9 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-275-60-22-a	Δ = 275	bi.bi = 60	b0.bi = 22	hypers = 7.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-275-60-22-b	Δ = 275	bi.bi = 60	b0.bi = 22	hypers = 5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-276-16-12	Δ = 276	bi.bi = 16	b0.bi = 12	hypers = 22 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-276-25-15	Δ = 276	bi.bi = 25	b0.bi = 15	hypers = 4 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 12 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-276-27-15	Δ = 276	bi.bi = 27	b0.bi = 15	hypers = 19.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 1.5 x (irr-C3-64-q)
vtx-C03-276-30-16	Δ = 276	bi.bi = 30	b0.bi = 16	hypers = 11.5 x (irr-C3-6-q) + 8.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-276-33-17	Δ = 276	bi.bi = 33	b0.bi = 17	hypers = 9.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-276-35-17	Δ = 276	bi.bi = 35	b0.bi = 17	hypers = 15 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 3 x (irr-C3-21) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-276-36-18-b	Δ = 276	bi.bi = 36	b0.bi = 18	hypers = 4 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 5 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-276-40-18	Δ = 276	bi.bi = 40	b0.bi = 18	hypers = 16 x (irr-C3-6-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 1.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-276-48-20-b	Δ = 276	bi.bi = 48	b0.bi = 20	hypers = 0.5 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 7 x (irr-C3-21) + 0.5 x (irr-C3-126a-q)
vtx-C03-276-55-21-a	Δ = 276	bi.bi = 55	b0.bi = 21	hypers = 7 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-90)
vtx-C03-276-64-24	Δ = 276	bi.bi = 64	b0.bi = 24	hypers = 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 3 x (irr-C3-21) + 2 x (irr-C3-64-q) + 1 x (irr-C3-90)
vtx-C03-277-7-9	Δ = 277	bi.bi = 7	b0.bi = 9	hypers = 34.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a)
vtx-C03-277-20-14	Δ = 277	bi.bi = 20	b0.bi = 14	hypers = 10 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-277-21-13	Δ = 277	bi.bi = 21	b0.bi = 13	hypers = 24 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-277-24-14	Δ = 277	bi.bi = 24	b0.bi = 14	hypers = 22 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1.5 x (irr-C3-64-q)
vtx-C03-277-25-15	Δ = 277	bi.bi = 25	b0.bi = 15	hypers = 11 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-277-27-15	Δ = 277	bi.bi = 27	b0.bi = 15	hypers = 14 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-277-30-16	Δ = 277	bi.bi = 30	b0.bi = 16	hypers = 12 x (irr-C3-6-q) + 7 x (irr-C3-14a) + 2 x (irr-C3-64-q)
vtx-C03-277-32-16	Δ = 277	bi.bi = 32	b0.bi = 16	hypers = 17.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-277-33-17-a	Δ = 277	bi.bi = 33	b0.bi = 17	hypers = 6.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-277-33-17-b	Δ = 277	bi.bi = 33	b0.bi = 17	hypers = 4 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-277-36-18	Δ = 277	bi.bi = 36	b0.bi = 18	hypers = 8.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-277-39-19	Δ = 277	bi.bi = 39	b0.bi = 19	hypers = 0.5 x (irr-C3-6-q) + 9.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-277-40-18	Δ = 277	bi.bi = 40	b0.bi = 18	hypers = 10.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-277-60-22-a	Δ = 277	bi.bi = 60	b0.bi = 22	hypers = 9 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 1 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-277-60-22-b	Δ = 277	bi.bi = 60	b0.bi = 22	hypers = 6.5 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-278-16-12	Δ = 278	bi.bi = 16	b0.bi = 12	hypers = 23.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-278-25-15	Δ = 278	bi.bi = 25	b0.bi = 15	hypers = 5.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 11 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-278-30-16	Δ = 278	bi.bi = 30	b0.bi = 16	hypers = 13 x (irr-C3-6-q) + 9 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-278-33-17	Δ = 278	bi.bi = 33	b0.bi = 17	hypers = 11 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-278-36-18-a	Δ = 278	bi.bi = 36	b0.bi = 18	hypers = 3 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-278-36-18-b	Δ = 278	bi.bi = 36	b0.bi = 18	hypers = 5.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 5 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-278-40-18	Δ = 278	bi.bi = 40	b0.bi = 18	hypers = 17.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 1.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-278-48-20-a	Δ = 278	bi.bi = 48	b0.bi = 20	hypers = 2 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 7 x (irr-C3-21) + 0.5 x (irr-C3-126a-q)
vtx-C03-278-48-20-b	Δ = 278	bi.bi = 48	b0.bi = 20	hypers = 4.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 5 x (irr-C3-21) + 1 x (irr-C3-90)
vtx-C03-278-55-21-a	Δ = 278	bi.bi = 55	b0.bi = 21	hypers = 6 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-278-55-21-b	Δ = 278	bi.bi = 55	b0.bi = 21	hypers = 8.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-90)
vtx-C03-279-7-9	Δ = 279	bi.bi = 7	b0.bi = 9	hypers = 36 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 4 x (irr-C3-14a)
vtx-C03-279-20-14	Δ = 279	bi.bi = 20	b0.bi = 14	hypers = 11.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-279-21-13	Δ = 279	bi.bi = 21	b0.bi = 13	hypers = 25.5 x (irr-C3-6-q) + 8.5 x (irr-C3-14b-q) + 0.5 x (irr-C3-56-q)
vtx-C03-279-24-14	Δ = 279	bi.bi = 24	b0.bi = 14	hypers = 23.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1.5 x (irr-C3-64-q)
vtx-C03-279-25-15	Δ = 279	bi.bi = 25	b0.bi = 15	hypers = 12.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-279-27-15	Δ = 279	bi.bi = 27	b0.bi = 15	hypers = 15.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-279-30-16	Δ = 279	bi.bi = 30	b0.bi = 16	hypers = 13.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 2 x (irr-C3-64-q)
vtx-C03-279-32-16	Δ = 279	bi.bi = 32	b0.bi = 16	hypers = 19 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-279-33-17-a	Δ = 279	bi.bi = 33	b0.bi = 17	hypers = 8 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-279-33-17-b	Δ = 279	bi.bi = 33	b0.bi = 17	hypers = 5.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-279-39-19	Δ = 279	bi.bi = 39	b0.bi = 19	hypers = 2 x (irr-C3-6-q) + 10 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-279-40-18	Δ = 279	bi.bi = 40	b0.bi = 18	hypers = 12 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-279-60-22	Δ = 279	bi.bi = 60	b0.bi = 22	hypers = 1.5 x (irr-C3-6-q) + 10 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-279-64-24-a	Δ = 279	bi.bi = 64	b0.bi = 24	hypers = 1 x (irr-C3-14a) + 6 x (irr-C3-21) + 1 x (irr-C3-70) + 1 x (irr-C3-90)
vtx-C03-280-16-12	Δ = 280	bi.bi = 16	b0.bi = 12	hypers = 25 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-280-25-15	Δ = 280	bi.bi = 25	b0.bi = 15	hypers = 7 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-280-30-16	Δ = 280	bi.bi = 30	b0.bi = 16	hypers = 14.5 x (irr-C3-6-q) + 9.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-280-33-17	Δ = 280	bi.bi = 33	b0.bi = 17	hypers = 12.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-280-36-18-a	Δ = 280	bi.bi = 36	b0.bi = 18	hypers = 4.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-280-36-18-b	Δ = 280	bi.bi = 36	b0.bi = 18	hypers = 7 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 5 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-280-48-20-a	Δ = 280	bi.bi = 48	b0.bi = 20	hypers = 3.5 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 7 x (irr-C3-21) + 0.5 x (irr-C3-126a-q)
vtx-C03-280-48-20-b	Δ = 280	bi.bi = 48	b0.bi = 20	hypers = 6 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 5 x (irr-C3-21) + 1 x (irr-C3-90)
vtx-C03-280-55-21-a	Δ = 280	bi.bi = 55	b0.bi = 21	hypers = 7.5 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-280-55-21-b	Δ = 280	bi.bi = 55	b0.bi = 21	hypers = 10 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-90)
vtx-C03-281-7-9	Δ = 281	bi.bi = 7	b0.bi = 9	hypers = 37.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a)
vtx-C03-281-20-14	Δ = 281	bi.bi = 20	b0.bi = 14	hypers = 13 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-281-24-14	Δ = 281	bi.bi = 24	b0.bi = 14	hypers = 25 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1.5 x (irr-C3-64-q)
vtx-C03-281-25-15	Δ = 281	bi.bi = 25	b0.bi = 15	hypers = 14 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-281-27-15	Δ = 281	bi.bi = 27	b0.bi = 15	hypers = 17 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-281-30-16	Δ = 281	bi.bi = 30	b0.bi = 16	hypers = 15 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 2 x (irr-C3-64-q)
vtx-C03-281-32-16	Δ = 281	bi.bi = 32	b0.bi = 16	hypers = 20.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-281-33-17-a	Δ = 281	bi.bi = 33	b0.bi = 17	hypers = 9.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-281-33-17-b	Δ = 281	bi.bi = 33	b0.bi = 17	hypers = 7 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-281-39-19	Δ = 281	bi.bi = 39	b0.bi = 19	hypers = 3.5 x (irr-C3-6-q) + 10.5 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-281-40-18	Δ = 281	bi.bi = 40	b0.bi = 18	hypers = 13.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-281-56-22-b	Δ = 281	bi.bi = 56	b0.bi = 22	hypers = 6 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 4 x (irr-C3-21) + 1 x (irr-C3-64-q) + 1 x (irr-C3-90)
vtx-C03-281-64-24	Δ = 281	bi.bi = 64	b0.bi = 24	hypers = 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 6 x (irr-C3-21) + 1 x (irr-C3-70) + 1 x (irr-C3-90)
vtx-C03-282-16-12	Δ = 282	bi.bi = 16	b0.bi = 12	hypers = 26.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-282-25-15	Δ = 282	bi.bi = 25	b0.bi = 15	hypers = 8.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-282-30-16	Δ = 282	bi.bi = 30	b0.bi = 16	hypers = 12 x (irr-C3-6-q) + 7 x (irr-C3-14a) + 3 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-282-33-17	Δ = 282	bi.bi = 33	b0.bi = 17	hypers = 14 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-282-36-18-a	Δ = 282	bi.bi = 36	b0.bi = 18	hypers = 8.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 5 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-282-36-18-b	Δ = 282	bi.bi = 36	b0.bi = 18	hypers = 6 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-282-48-20-a	Δ = 282	bi.bi = 48	b0.bi = 20	hypers = 5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 7 x (irr-C3-21) + 0.5 x (irr-C3-126a-q)
vtx-C03-282-48-20-b	Δ = 282	bi.bi = 48	b0.bi = 20	hypers = 7.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 5 x (irr-C3-21) + 1 x (irr-C3-90)
vtx-C03-282-55-21-a	Δ = 282	bi.bi = 55	b0.bi = 21	hypers = 9 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-283-7-9	Δ = 283	bi.bi = 7	b0.bi = 9	hypers = 39 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 2 x (irr-C3-14a)
vtx-C03-283-20-14-a	Δ = 283	bi.bi = 20	b0.bi = 14	hypers = 14.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 4 x (irr-C3-21)
vtx-C03-283-20-14-b	Δ = 283	bi.bi = 20	b0.bi = 14	hypers = 8 x (irr-C3-6-q) + 13 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-283-24-14	Δ = 283	bi.bi = 24	b0.bi = 14	hypers = 26.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 1.5 x (irr-C3-64-q)
vtx-C03-283-25-15	Δ = 283	bi.bi = 25	b0.bi = 15	hypers = 15.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-283-27-15	Δ = 283	bi.bi = 27	b0.bi = 15	hypers = 18.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-283-30-16	Δ = 283	bi.bi = 30	b0.bi = 16	hypers = 16.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 2 x (irr-C3-64-q)
vtx-C03-283-32-16	Δ = 283	bi.bi = 32	b0.bi = 16	hypers = 22 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-283-33-17-a	Δ = 283	bi.bi = 33	b0.bi = 17	hypers = 11 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-283-33-17-b	Δ = 283	bi.bi = 33	b0.bi = 17	hypers = 8.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-283-40-18	Δ = 283	bi.bi = 40	b0.bi = 18	hypers = 15 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-283-45-19-a	Δ = 283	bi.bi = 45	b0.bi = 19	hypers = 10 x (irr-C3-6-q) + 5 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-90)
vtx-C03-283-45-19-b	Δ = 283	bi.bi = 45	b0.bi = 19	hypers = 7.5 x (irr-C3-6-q) + 5 x (irr-C3-14a) + 6 x (irr-C3-21) + 0.5 x (irr-C3-126a-q)
vtx-C03-283-60-22	Δ = 283	bi.bi = 60	b0.bi = 22	hypers = 4.5 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-283-84-26	Δ = 283	bi.bi = 84	b0.bi = 26	hypers = 4 x (irr-C3-6-q) + 1 x (irr-C3-14a) + 6 x (irr-C3-21) + 1 x (irr-C3-56-q) + 1 x (irr-C3-84)
vtx-C03-284-16-12	Δ = 284	bi.bi = 16	b0.bi = 12	hypers = 28 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-284-25-15	Δ = 284	bi.bi = 25	b0.bi = 15	hypers = 10 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-284-30-16	Δ = 284	bi.bi = 30	b0.bi = 16	hypers = 13.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 3 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-284-33-17	Δ = 284	bi.bi = 33	b0.bi = 17	hypers = 15.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-284-36-18	Δ = 284	bi.bi = 36	b0.bi = 18	hypers = 7.5 x (irr-C3-6-q) + 8.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-284-48-20-a	Δ = 284	bi.bi = 48	b0.bi = 20	hypers = 6.5 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 7 x (irr-C3-21) + 0.5 x (irr-C3-126a-q)
vtx-C03-284-48-20-b	Δ = 284	bi.bi = 48	b0.bi = 20	hypers = 9 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 5 x (irr-C3-21) + 1 x (irr-C3-90)
vtx-C03-284-55-21-a	Δ = 284	bi.bi = 55	b0.bi = 21	hypers = 13 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-90)
