vtx-A05-37-n2-0	Δ = 37	bi.bi = -2	b0.bi = 0	hypers = 12 x (irr-A5-6)
vtx-A05-255-24-14-a	Δ = 255	bi.bi = 24	b0.bi = 14	hypers = 4 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-255-24-14-b	Δ = 255	bi.bi = 24	b0.bi = 14	hypers = 6 x (irr-A5-6) + 2 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-255-24-14-c	Δ = 255	bi.bi = 24	b0.bi = 14	hypers = 5 x (irr-A5-6) + 3 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-255-24-14-d	Δ = 255	bi.bi = 24	b0.bi = 14	hypers = 5 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-255-24-14-e	Δ = 255	bi.bi = 24	b0.bi = 14	hypers = 4 x (irr-A5-6) + 1 x (irr-A5-20-q) + 8 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-255-24-14-f	Δ = 255	bi.bi = 24	b0.bi = 14	hypers = 3 x (irr-A5-6) + 2 x (irr-A5-20-q) + 8 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-255-27-15-a	Δ = 255	bi.bi = 27	b0.bi = 15	hypers = 2 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-255-27-15-b	Δ = 255	bi.bi = 27	b0.bi = 15	hypers = 3 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-255-32-16-a	Δ = 255	bi.bi = 32	b0.bi = 16	hypers = 6 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-255-32-16-c	Δ = 255	bi.bi = 32	b0.bi = 16	hypers = 5 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-35) + 2 x (irr-A5-70)
vtx-A05-255-32-16-d	Δ = 255	bi.bi = 32	b0.bi = 16	hypers = 5 x (irr-A5-6) + 2 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-255-32-16-e	Δ = 255	bi.bi = 32	b0.bi = 16	hypers = 5 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 3 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-255-32-16-f	Δ = 255	bi.bi = 32	b0.bi = 16	hypers = 4 x (irr-A5-6) + 3 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-70)
vtx-A05-255-32-16-g	Δ = 255	bi.bi = 32	b0.bi = 16	hypers = 4 x (irr-A5-6) + 2 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-255-32-16-h	Δ = 255	bi.bi = 32	b0.bi = 16	hypers = 3 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-255-32-16-j	Δ = 255	bi.bi = 32	b0.bi = 16	hypers = 2 x (irr-A5-6) + 1 x (irr-A5-20-q) + 6 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-256-6-8	Δ = 256	bi.bi = 6	b0.bi = 8	hypers = 31 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 5 x (irr-A5-15)
vtx-A05-256-16-12-a	Δ = 256	bi.bi = 16	b0.bi = 12	hypers = 4 x (irr-A5-6) + 2 x (irr-A5-20-q) + 10 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-256-16-12-b	Δ = 256	bi.bi = 16	b0.bi = 12	hypers = 3 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 12 x (irr-A5-15) + 3 x (irr-A5-21)
vtx-A05-256-16-12-c	Δ = 256	bi.bi = 16	b0.bi = 12	hypers = 5 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-256-16-12-d	Δ = 256	bi.bi = 16	b0.bi = 12	hypers = 6 x (irr-A5-6) + 3 x (irr-A5-20-q) + 6 x (irr-A5-15) + 3 x (irr-A5-35)
vtx-A05-256-24-14-a	Δ = 256	bi.bi = 24	b0.bi = 14	hypers = 7 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-256-24-14-b	Δ = 256	bi.bi = 24	b0.bi = 14	hypers = 6 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-256-24-14-c	Δ = 256	bi.bi = 24	b0.bi = 14	hypers = 6 x (irr-A5-6) + 2 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-256-24-14-d	Δ = 256	bi.bi = 24	b0.bi = 14	hypers = 4 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-256-24-14-e	Δ = 256	bi.bi = 24	b0.bi = 14	hypers = 5 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-256-24-14-f	Δ = 256	bi.bi = 24	b0.bi = 14	hypers = 5 x (irr-A5-6) + 3 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-256-27-15-a	Δ = 256	bi.bi = 27	b0.bi = 15	hypers = 3 x (irr-A5-6) + 7 x (irr-A5-20-q) + 3 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-256-27-15-b	Δ = 256	bi.bi = 27	b0.bi = 15	hypers = 4 x (irr-A5-6) + 6 x (irr-A5-20-q) + 3 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-256-32-16-a	Δ = 256	bi.bi = 32	b0.bi = 16	hypers = 4 x (irr-A5-6) + 2 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-256-32-16-b	Δ = 256	bi.bi = 32	b0.bi = 16	hypers = 6 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-256-32-16-c	Δ = 256	bi.bi = 32	b0.bi = 16	hypers = 3 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-256-32-16-d	Δ = 256	bi.bi = 32	b0.bi = 16	hypers = 5 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-256-32-16-e	Δ = 256	bi.bi = 32	b0.bi = 16	hypers = 5 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-70)
vtx-A05-256-32-16-f	Δ = 256	bi.bi = 32	b0.bi = 16	hypers = 6 x (irr-A5-6) + 4 x (irr-A5-20-q) + 1 x (irr-A5-35) + 2 x (irr-A5-70)
vtx-A05-256-32-16-h	Δ = 256	bi.bi = 32	b0.bi = 16	hypers = 7 x (irr-A5-6) + 3 x (irr-A5-20-q) + 1 x (irr-A5-35) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-256-32-16-i	Δ = 256	bi.bi = 32	b0.bi = 16	hypers = 8 x (irr-A5-6) + 2 x (irr-A5-20-q) + 1 x (irr-A5-35) + 2 x (irr-A5-84)
vtx-A05-257-6-8	Δ = 257	bi.bi = 6	b0.bi = 8	hypers = 32 x (irr-A5-6) + 2 x (irr-A5-20-q) + 4 x (irr-A5-15)
vtx-A05-257-16-12-a	Δ = 257	bi.bi = 16	b0.bi = 12	hypers = 5 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 9 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-257-16-12-b	Δ = 257	bi.bi = 16	b0.bi = 12	hypers = 4 x (irr-A5-6) + 2 x (irr-A5-20-q) + 11 x (irr-A5-15) + 3 x (irr-A5-21)
vtx-A05-257-16-12-c	Δ = 257	bi.bi = 16	b0.bi = 12	hypers = 7 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 3 x (irr-A5-35)
vtx-A05-257-16-12-d	Δ = 257	bi.bi = 16	b0.bi = 12	hypers = 6 x (irr-A5-6) + 3 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-257-24-14-a	Δ = 257	bi.bi = 24	b0.bi = 14	hypers = 6 x (irr-A5-6) + 2 x (irr-A5-20-q) + 6 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-257-24-14-b	Δ = 257	bi.bi = 24	b0.bi = 14	hypers = 6 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-257-24-14-c	Δ = 257	bi.bi = 24	b0.bi = 14	hypers = 5 x (irr-A5-6) + 3 x (irr-A5-20-q) + 6 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-257-24-14-d	Δ = 257	bi.bi = 24	b0.bi = 14	hypers = 7 x (irr-A5-6) + 4 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-257-24-14-e	Δ = 257	bi.bi = 24	b0.bi = 14	hypers = 8 x (irr-A5-6) + 3 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-257-24-14-f	Δ = 257	bi.bi = 24	b0.bi = 14	hypers = 7 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-257-32-16-a	Δ = 257	bi.bi = 32	b0.bi = 16	hypers = 7 x (irr-A5-6) + 3 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-257-32-16-b	Δ = 257	bi.bi = 32	b0.bi = 16	hypers = 6 x (irr-A5-6) + 4 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-70)
vtx-A05-257-32-16-c	Δ = 257	bi.bi = 32	b0.bi = 16	hypers = 6 x (irr-A5-6) + 3 x (irr-A5-20-q) + 1 x (irr-A5-21) + 2 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-257-32-16-d	Δ = 257	bi.bi = 32	b0.bi = 16	hypers = 5 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-257-32-16-e	Δ = 257	bi.bi = 32	b0.bi = 16	hypers = 8 x (irr-A5-6) + 2 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-84)
vtx-A05-257-32-16-f	Δ = 257	bi.bi = 32	b0.bi = 16	hypers = 4 x (irr-A5-6) + 2 x (irr-A5-20-q) + 4 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-258-6-8	Δ = 258	bi.bi = 6	b0.bi = 8	hypers = 33 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 3 x (irr-A5-15)
vtx-A05-258-16-12-a	Δ = 258	bi.bi = 16	b0.bi = 12	hypers = 8 x (irr-A5-6) + 4 x (irr-A5-20-q) + 4 x (irr-A5-15) + 3 x (irr-A5-35)
vtx-A05-258-16-12-b	Δ = 258	bi.bi = 16	b0.bi = 12	hypers = 7 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-258-16-12-c	Δ = 258	bi.bi = 16	b0.bi = 12	hypers = 5 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 10 x (irr-A5-15) + 3 x (irr-A5-21)
vtx-A05-258-16-12-d	Δ = 258	bi.bi = 16	b0.bi = 12	hypers = 6 x (irr-A5-6) + 3 x (irr-A5-20-q) + 8 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-258-24-14-a	Δ = 258	bi.bi = 24	b0.bi = 14	hypers = 8 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-258-24-14-b	Δ = 258	bi.bi = 24	b0.bi = 14	hypers = 8 x (irr-A5-6) + 3 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-258-24-14-c	Δ = 258	bi.bi = 24	b0.bi = 14	hypers = 9 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-258-24-14-d	Δ = 258	bi.bi = 24	b0.bi = 14	hypers = 7 x (irr-A5-6) + 4 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-258-24-14-e	Δ = 258	bi.bi = 24	b0.bi = 14	hypers = 7 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-258-24-14-f	Δ = 258	bi.bi = 24	b0.bi = 14	hypers = 6 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-258-32-16-a	Δ = 258	bi.bi = 32	b0.bi = 16	hypers = 7 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 2 x (irr-A5-70)
vtx-A05-258-32-16-b	Δ = 258	bi.bi = 32	b0.bi = 16	hypers = 5 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-258-32-16-c	Δ = 258	bi.bi = 32	b0.bi = 16	hypers = 6 x (irr-A5-6) + 3 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-258-32-16-d	Δ = 258	bi.bi = 32	b0.bi = 16	hypers = 9 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 2 x (irr-A5-84)
vtx-A05-258-32-16-e	Δ = 258	bi.bi = 32	b0.bi = 16	hypers = 8 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-259-6-8	Δ = 259	bi.bi = 6	b0.bi = 8	hypers = 34 x (irr-A5-6) + 3 x (irr-A5-20-q) + 2 x (irr-A5-15)
vtx-A05-259-16-12-a	Δ = 259	bi.bi = 16	b0.bi = 12	hypers = 9 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 3 x (irr-A5-35)
vtx-A05-259-16-12-b	Δ = 259	bi.bi = 16	b0.bi = 12	hypers = 8 x (irr-A5-6) + 4 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-259-16-12-c	Δ = 259	bi.bi = 16	b0.bi = 12	hypers = 6 x (irr-A5-6) + 3 x (irr-A5-20-q) + 9 x (irr-A5-15) + 3 x (irr-A5-21)
vtx-A05-259-16-12-d	Δ = 259	bi.bi = 16	b0.bi = 12	hypers = 7 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-259-21-13	Δ = 259	bi.bi = 21	b0.bi = 13	hypers = 9 x (irr-A5-6) + 9 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-259-24-14-a	Δ = 259	bi.bi = 24	b0.bi = 14	hypers = 7 x (irr-A5-6) + 4 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-259-24-14-b	Δ = 259	bi.bi = 24	b0.bi = 14	hypers = 8 x (irr-A5-6) + 3 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-259-24-14-c	Δ = 259	bi.bi = 24	b0.bi = 14	hypers = 8 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-259-24-14-d	Δ = 259	bi.bi = 24	b0.bi = 14	hypers = 9 x (irr-A5-6) + 5 x (irr-A5-20-q) + 2 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-259-24-14-e	Δ = 259	bi.bi = 24	b0.bi = 14	hypers = 9 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-259-24-14-f	Δ = 259	bi.bi = 24	b0.bi = 14	hypers = 10 x (irr-A5-6) + 4 x (irr-A5-20-q) + 2 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-259-32-16-a	Δ = 259	bi.bi = 32	b0.bi = 16	hypers = 6 x (irr-A5-6) + 3 x (irr-A5-20-q) + 2 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-259-32-16-b	Δ = 259	bi.bi = 32	b0.bi = 16	hypers = 7 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 2 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-260-6-8	Δ = 260	bi.bi = 6	b0.bi = 8	hypers = 35 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 1 x (irr-A5-15)
vtx-A05-260-16-12-a	Δ = 260	bi.bi = 16	b0.bi = 12	hypers = 10 x (irr-A5-6) + 5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 3 x (irr-A5-35)
vtx-A05-260-16-12-b	Δ = 260	bi.bi = 16	b0.bi = 12	hypers = 8 x (irr-A5-6) + 4 x (irr-A5-20-q) + 6 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-260-16-12-c	Δ = 260	bi.bi = 16	b0.bi = 12	hypers = 7 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 3 x (irr-A5-21)
vtx-A05-260-16-12-d	Δ = 260	bi.bi = 16	b0.bi = 12	hypers = 9 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-260-21-13-a	Δ = 260	bi.bi = 21	b0.bi = 13	hypers = 10 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-260-21-13-b	Δ = 260	bi.bi = 21	b0.bi = 13	hypers = 9 x (irr-A5-6) + 10 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-260-24-14-a	Δ = 260	bi.bi = 24	b0.bi = 14	hypers = 10 x (irr-A5-6) + 4 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-260-24-14-b	Δ = 260	bi.bi = 24	b0.bi = 14	hypers = 9 x (irr-A5-6) + 5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-260-24-14-c	Δ = 260	bi.bi = 24	b0.bi = 14	hypers = 9 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-260-24-14-d	Δ = 260	bi.bi = 24	b0.bi = 14	hypers = 8 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-260-32-16	Δ = 260	bi.bi = 32	b0.bi = 16	hypers = 7 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-261-6-8	Δ = 261	bi.bi = 6	b0.bi = 8	hypers = 36 x (irr-A5-6) + 4 x (irr-A5-20-q)
vtx-A05-261-16-12-a	Δ = 261	bi.bi = 16	b0.bi = 12	hypers = 10 x (irr-A5-6) + 5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-261-16-12-b	Δ = 261	bi.bi = 16	b0.bi = 12	hypers = 11 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 3 x (irr-A5-35)
vtx-A05-261-16-12-c	Δ = 261	bi.bi = 16	b0.bi = 12	hypers = 9 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-261-16-12-d	Δ = 261	bi.bi = 16	b0.bi = 12	hypers = 8 x (irr-A5-6) + 4 x (irr-A5-20-q) + 7 x (irr-A5-15) + 3 x (irr-A5-21)
vtx-A05-261-21-13-a	Δ = 261	bi.bi = 21	b0.bi = 13	hypers = 11 x (irr-A5-6) + 1 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-261-21-13-b	Δ = 261	bi.bi = 21	b0.bi = 13	hypers = 10 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 9 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-261-21-13-c	Δ = 261	bi.bi = 21	b0.bi = 13	hypers = 12 x (irr-A5-6) + 7 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-261-24-14-a	Δ = 261	bi.bi = 24	b0.bi = 14	hypers = 11 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-261-24-14-b	Δ = 261	bi.bi = 24	b0.bi = 14	hypers = 10 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-261-24-14-c	Δ = 261	bi.bi = 24	b0.bi = 14	hypers = 10 x (irr-A5-6) + 4 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-261-24-14-d	Δ = 261	bi.bi = 24	b0.bi = 14	hypers = 9 x (irr-A5-6) + 5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-261-32-16	Δ = 261	bi.bi = 32	b0.bi = 16	hypers = 8 x (irr-A5-6) + 4 x (irr-A5-20-q) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-262-16-12-a	Δ = 262	bi.bi = 16	b0.bi = 12	hypers = 9 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 3 x (irr-A5-21)
vtx-A05-262-16-12-b	Δ = 262	bi.bi = 16	b0.bi = 12	hypers = 10 x (irr-A5-6) + 5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-262-16-12-c	Δ = 262	bi.bi = 16	b0.bi = 12	hypers = 11 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-262-16-12-d	Δ = 262	bi.bi = 16	b0.bi = 12	hypers = 12 x (irr-A5-6) + 6 x (irr-A5-20-q) + 3 x (irr-A5-35)
vtx-A05-262-21-13-a	Δ = 262	bi.bi = 21	b0.bi = 13	hypers = 13 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-262-21-13-b	Δ = 262	bi.bi = 21	b0.bi = 13	hypers = 12 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-262-21-13-c	Δ = 262	bi.bi = 21	b0.bi = 13	hypers = 12 x (irr-A5-6) + 8 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-262-21-13-d	Δ = 262	bi.bi = 21	b0.bi = 13	hypers = 11 x (irr-A5-6) + 1 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-262-24-14-a	Δ = 262	bi.bi = 24	b0.bi = 14	hypers = 10 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-262-24-14-b	Δ = 262	bi.bi = 24	b0.bi = 14	hypers = 11 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-263-16-12-a	Δ = 263	bi.bi = 16	b0.bi = 12	hypers = 12 x (irr-A5-6) + 6 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-263-16-12-b	Δ = 263	bi.bi = 16	b0.bi = 12	hypers = 10 x (irr-A5-6) + 5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 3 x (irr-A5-21)
