vtx-A05-37-n2-0	Δ = 37	bi.bi = -2	b0.bi = 0	hypers = 12 x (irr-A5-6)
vtx-A05-281-36-18	Δ = 281	bi.bi = 36	b0.bi = 18	hypers = 2 x (irr-A5-6) + 5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 4 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-281-48-20-d	Δ = 281	bi.bi = 48	b0.bi = 20	hypers = 1 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 5 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-282-7-9	Δ = 282	bi.bi = 7	b0.bi = 9	hypers = 32 x (irr-A5-6) + 1 x (irr-A5-20-q) + 7 x (irr-A5-15)
vtx-A05-282-20-14-a	Δ = 282	bi.bi = 20	b0.bi = 14	hypers = 3 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-282-20-14-b	Δ = 282	bi.bi = 20	b0.bi = 14	hypers = 4 x (irr-A5-6) + 6 x (irr-A5-20-q) + 5 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-282-20-14-c	Δ = 282	bi.bi = 20	b0.bi = 14	hypers = 5 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-282-20-14-d	Δ = 282	bi.bi = 20	b0.bi = 14	hypers = 6 x (irr-A5-6) + 7 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-282-25-15-f	Δ = 282	bi.bi = 25	b0.bi = 15	hypers = 7 x (irr-A5-6) + 3 x (irr-A5-20-q) + 5 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-282-36-18	Δ = 282	bi.bi = 36	b0.bi = 18	hypers = 3 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 4 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-283-7-9	Δ = 283	bi.bi = 7	b0.bi = 9	hypers = 33 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 6 x (irr-A5-15)
vtx-A05-283-20-14-a	Δ = 283	bi.bi = 20	b0.bi = 14	hypers = 7 x (irr-A5-6) + 7.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-283-20-14-b	Δ = 283	bi.bi = 20	b0.bi = 14	hypers = 6 x (irr-A5-6) + 7 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-283-20-14-c	Δ = 283	bi.bi = 20	b0.bi = 14	hypers = 5 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-283-20-14-d	Δ = 283	bi.bi = 20	b0.bi = 14	hypers = 4 x (irr-A5-6) + 6 x (irr-A5-20-q) + 6 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-283-25-15-b	Δ = 283	bi.bi = 25	b0.bi = 15	hypers = 7 x (irr-A5-6) + 3 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-283-25-15-d	Δ = 283	bi.bi = 25	b0.bi = 15	hypers = 8 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-283-33-17-g	Δ = 283	bi.bi = 33	b0.bi = 17	hypers = 8 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-284-7-9	Δ = 284	bi.bi = 7	b0.bi = 9	hypers = 34 x (irr-A5-6) + 2 x (irr-A5-20-q) + 5 x (irr-A5-15)
vtx-A05-284-20-14-a	Δ = 284	bi.bi = 20	b0.bi = 14	hypers = 5 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-284-20-14-b	Δ = 284	bi.bi = 20	b0.bi = 14	hypers = 7 x (irr-A5-6) + 7.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-284-20-14-c	Δ = 284	bi.bi = 20	b0.bi = 14	hypers = 6 x (irr-A5-6) + 7 x (irr-A5-20-q) + 3 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-284-25-15-b	Δ = 284	bi.bi = 25	b0.bi = 15	hypers = 7 x (irr-A5-6) + 3 x (irr-A5-20-q) + 7 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-284-25-15-c	Δ = 284	bi.bi = 25	b0.bi = 15	hypers = 8 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-284-25-15-e	Δ = 284	bi.bi = 25	b0.bi = 15	hypers = 10 x (irr-A5-6) + 3 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-284-25-15-f	Δ = 284	bi.bi = 25	b0.bi = 15	hypers = 9 x (irr-A5-6) + 4 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-284-33-17-f	Δ = 284	bi.bi = 33	b0.bi = 17	hypers = 9 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-35) + 2 x (irr-A5-70)
vtx-A05-285-7-9	Δ = 285	bi.bi = 7	b0.bi = 9	hypers = 35 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 4 x (irr-A5-15)
vtx-A05-285-20-14-a	Δ = 285	bi.bi = 20	b0.bi = 14	hypers = 8 x (irr-A5-6) + 8 x (irr-A5-20-q) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-285-20-14-b	Δ = 285	bi.bi = 20	b0.bi = 14	hypers = 7 x (irr-A5-6) + 7.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-285-20-14-c	Δ = 285	bi.bi = 20	b0.bi = 14	hypers = 6 x (irr-A5-6) + 7 x (irr-A5-20-q) + 4 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-285-25-15-a	Δ = 285	bi.bi = 25	b0.bi = 15	hypers = 10 x (irr-A5-6) + 3 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-285-25-15-b	Δ = 285	bi.bi = 25	b0.bi = 15	hypers = 9 x (irr-A5-6) + 4 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-285-25-15-d	Δ = 285	bi.bi = 25	b0.bi = 15	hypers = 8 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-285-30-16	Δ = 285	bi.bi = 30	b0.bi = 16	hypers = 10 x (irr-A5-6) + 8 x (irr-A5-15) + 2 x (irr-A5-70)
vtx-A05-285-33-17-b	Δ = 285	bi.bi = 33	b0.bi = 17	hypers = 9 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-70)
vtx-A05-285-33-17-f	Δ = 285	bi.bi = 33	b0.bi = 17	hypers = 7 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-285-48-20-a	Δ = 285	bi.bi = 48	b0.bi = 20	hypers = 6 x (irr-A5-6) + 3 x (irr-A5-20-q) + 4 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105b)
vtx-A05-286-7-9	Δ = 286	bi.bi = 7	b0.bi = 9	hypers = 36 x (irr-A5-6) + 3 x (irr-A5-20-q) + 3 x (irr-A5-15)
vtx-A05-286-20-14-a	Δ = 286	bi.bi = 20	b0.bi = 14	hypers = 8 x (irr-A5-6) + 8 x (irr-A5-20-q) + 1 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-286-20-14-b	Δ = 286	bi.bi = 20	b0.bi = 14	hypers = 7 x (irr-A5-6) + 7.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-286-25-15-b	Δ = 286	bi.bi = 25	b0.bi = 15	hypers = 11 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-286-25-15-d	Δ = 286	bi.bi = 25	b0.bi = 15	hypers = 10 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-286-25-15-e	Δ = 286	bi.bi = 25	b0.bi = 15	hypers = 10 x (irr-A5-6) + 3 x (irr-A5-20-q) + 5 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-286-25-15-f	Δ = 286	bi.bi = 25	b0.bi = 15	hypers = 9 x (irr-A5-6) + 4 x (irr-A5-20-q) + 5 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-286-30-16	Δ = 286	bi.bi = 30	b0.bi = 16	hypers = 11 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 2 x (irr-A5-70)
vtx-A05-286-33-17-a	Δ = 286	bi.bi = 33	b0.bi = 17	hypers = 11 x (irr-A5-6) + 4 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-286-33-17-d	Δ = 286	bi.bi = 33	b0.bi = 17	hypers = 8 x (irr-A5-6) + 3 x (irr-A5-20-q) + 3 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-286-33-17-e	Δ = 286	bi.bi = 33	b0.bi = 17	hypers = 10 x (irr-A5-6) + 5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 2 x (irr-A5-70)
vtx-A05-286-48-20	Δ = 286	bi.bi = 48	b0.bi = 20	hypers = 6 x (irr-A5-6) + 3 x (irr-A5-20-q) + 1 x (irr-A5-15) + 5 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-287-7-9	Δ = 287	bi.bi = 7	b0.bi = 9	hypers = 37 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 2 x (irr-A5-15)
vtx-A05-287-20-14-a	Δ = 287	bi.bi = 20	b0.bi = 14	hypers = 8 x (irr-A5-6) + 8 x (irr-A5-20-q) + 2 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-287-20-14-b	Δ = 287	bi.bi = 20	b0.bi = 14	hypers = 9 x (irr-A5-6) + 8.5 x (irr-A5-20-q) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-287-25-15-e	Δ = 287	bi.bi = 25	b0.bi = 15	hypers = 10 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-287-25-15-f	Δ = 287	bi.bi = 25	b0.bi = 15	hypers = 11 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-287-30-16-a	Δ = 287	bi.bi = 30	b0.bi = 16	hypers = 13 x (irr-A5-6) + 6 x (irr-A5-15) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-287-30-16-b	Δ = 287	bi.bi = 30	b0.bi = 16	hypers = 12 x (irr-A5-6) + 1 x (irr-A5-20-q) + 6 x (irr-A5-15) + 2 x (irr-A5-70)
vtx-A05-287-48-20	Δ = 287	bi.bi = 48	b0.bi = 20	hypers = 7 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 5 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-288-7-9	Δ = 288	bi.bi = 7	b0.bi = 9	hypers = 38 x (irr-A5-6) + 4 x (irr-A5-20-q) + 1 x (irr-A5-15)
vtx-A05-288-20-14	Δ = 288	bi.bi = 20	b0.bi = 14	hypers = 9 x (irr-A5-6) + 8.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-288-25-15-c	Δ = 288	bi.bi = 25	b0.bi = 15	hypers = 12 x (irr-A5-6) + 4 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-288-25-15-d	Δ = 288	bi.bi = 25	b0.bi = 15	hypers = 11 x (irr-A5-6) + 5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-288-30-16-a	Δ = 288	bi.bi = 30	b0.bi = 16	hypers = 14 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-288-30-16-b	Δ = 288	bi.bi = 30	b0.bi = 16	hypers = 13 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 2 x (irr-A5-70)
vtx-A05-288-30-16-d	Δ = 288	bi.bi = 30	b0.bi = 16	hypers = 12 x (irr-A5-6) + 6 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-288-33-17	Δ = 288	bi.bi = 33	b0.bi = 17	hypers = 10 x (irr-A5-6) + 4 x (irr-A5-20-q) + 1 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-288-45-19-a	Δ = 288	bi.bi = 45	b0.bi = 19	hypers = 10 x (irr-A5-6) + 4 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105b)
vtx-A05-289-7-9	Δ = 289	bi.bi = 7	b0.bi = 9	hypers = 39 x (irr-A5-6) + 4.5 x (irr-A5-20-q)
vtx-A05-289-20-14	Δ = 289	bi.bi = 20	b0.bi = 14	hypers = 10 x (irr-A5-6) + 9 x (irr-A5-20-q) + 4 x (irr-A5-21)
vtx-A05-289-30-16-a	Δ = 289	bi.bi = 30	b0.bi = 16	hypers = 12 x (irr-A5-6) + 7 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-289-30-16-d	Δ = 289	bi.bi = 30	b0.bi = 16	hypers = 14 x (irr-A5-6) + 2 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-70)
vtx-A05-289-30-16-e	Δ = 289	bi.bi = 30	b0.bi = 16	hypers = 16 x (irr-A5-6) + 4 x (irr-A5-15) + 2 x (irr-A5-84)
vtx-A05-289-33-17	Δ = 289	bi.bi = 33	b0.bi = 17	hypers = 11 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-289-45-19-a	Δ = 289	bi.bi = 45	b0.bi = 19	hypers = 11 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105b)
vtx-A05-289-45-19-c	Δ = 289	bi.bi = 45	b0.bi = 19	hypers = 10 x (irr-A5-6) + 5 x (irr-A5-15) + 4 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-290-30-16-a	Δ = 290	bi.bi = 30	b0.bi = 16	hypers = 15 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-70)
vtx-A05-290-30-16-d	Δ = 290	bi.bi = 30	b0.bi = 16	hypers = 13 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-290-30-16-e	Δ = 290	bi.bi = 30	b0.bi = 16	hypers = 16 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-290-30-16-f	Δ = 290	bi.bi = 30	b0.bi = 16	hypers = 17 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-84)
vtx-A05-290-45-19-b	Δ = 290	bi.bi = 45	b0.bi = 19	hypers = 11 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 4 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-291-30-16-b	Δ = 291	bi.bi = 30	b0.bi = 16	hypers = 17 x (irr-A5-6) + 2 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-291-30-16-c	Δ = 291	bi.bi = 30	b0.bi = 16	hypers = 16 x (irr-A5-6) + 2 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-291-30-16-f	Δ = 291	bi.bi = 30	b0.bi = 16	hypers = 16 x (irr-A5-6) + 3 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-70)
vtx-A05-291-45-19-b	Δ = 291	bi.bi = 45	b0.bi = 19	hypers = 12 x (irr-A5-6) + 1 x (irr-A5-20-q) + 3 x (irr-A5-15) + 4 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-292-30-16-a	Δ = 292	bi.bi = 30	b0.bi = 16	hypers = 17 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-70)
vtx-A05-292-30-16-c	Δ = 292	bi.bi = 30	b0.bi = 16	hypers = 16 x (irr-A5-6) + 2 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-292-30-16-d	Δ = 292	bi.bi = 30	b0.bi = 16	hypers = 17 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 2 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-292-30-16-e	Δ = 292	bi.bi = 30	b0.bi = 16	hypers = 18 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-293-30-16-a	Δ = 293	bi.bi = 30	b0.bi = 16	hypers = 20 x (irr-A5-6) + 2 x (irr-A5-20-q) + 2 x (irr-A5-84)
vtx-A05-293-30-16-b	Δ = 293	bi.bi = 30	b0.bi = 16	hypers = 19 x (irr-A5-6) + 3 x (irr-A5-20-q) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-293-30-16-c	Δ = 293	bi.bi = 30	b0.bi = 16	hypers = 16 x (irr-A5-6) + 2 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-293-30-16-d	Δ = 293	bi.bi = 30	b0.bi = 16	hypers = 17 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-293-30-16-e	Δ = 293	bi.bi = 30	b0.bi = 16	hypers = 18 x (irr-A5-6) + 4 x (irr-A5-20-q) + 2 x (irr-A5-70)
vtx-A05-293-45-19	Δ = 293	bi.bi = 45	b0.bi = 19	hypers = 14 x (irr-A5-6) + 2 x (irr-A5-20-q) + 1 x (irr-A5-15) + 4 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-294-30-16-a	Δ = 294	bi.bi = 30	b0.bi = 16	hypers = 17 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-294-30-16-b	Δ = 294	bi.bi = 30	b0.bi = 16	hypers = 18 x (irr-A5-6) + 3 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-294-45-19	Δ = 294	bi.bi = 45	b0.bi = 19	hypers = 15 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 4 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-295-30-16	Δ = 295	bi.bi = 30	b0.bi = 16	hypers = 18 x (irr-A5-6) + 3 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-296-30-16	Δ = 296	bi.bi = 30	b0.bi = 16	hypers = 19 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 2 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-297-27-15	Δ = 297	bi.bi = 27	b0.bi = 15	hypers = 22 x (irr-A5-6) + 4 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-298-27-15-a	Δ = 298	bi.bi = 27	b0.bi = 15	hypers = 22 x (irr-A5-6) + 5 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-298-27-15-b	Δ = 298	bi.bi = 27	b0.bi = 15	hypers = 23 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-298-35-17-a	Δ = 298	bi.bi = 35	b0.bi = 17	hypers = 24 x (irr-A5-6) + 1 x (irr-A5-84) + 1 x (irr-A5-105a)
vtx-A05-299-27-15-a	Δ = 299	bi.bi = 27	b0.bi = 15	hypers = 24 x (irr-A5-6) + 1 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-299-27-15-b	Δ = 299	bi.bi = 27	b0.bi = 15	hypers = 23 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-300-24-16	Δ = 300	bi.bi = 24	b0.bi = 16	hypers = 8 x (irr-A5-20-q) + 5 x (irr-A5-35)
vtx-A05-300-27-15-a	Δ = 300	bi.bi = 27	b0.bi = 15	hypers = 25 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-300-27-15-b	Δ = 300	bi.bi = 27	b0.bi = 15	hypers = 24 x (irr-A5-6) + 1 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-301-24-16	Δ = 301	bi.bi = 24	b0.bi = 16	hypers = 8 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 4 x (irr-A5-35)
vtx-A05-301-27-15-a	Δ = 301	bi.bi = 27	b0.bi = 15	hypers = 26 x (irr-A5-6) + 2 x (irr-A5-20-q) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-301-27-15-b	Δ = 301	bi.bi = 27	b0.bi = 15	hypers = 25 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-301-36-18	Δ = 301	bi.bi = 36	b0.bi = 18	hypers = 14 x (irr-A5-20-q) + 1 x (irr-A5-56)
vtx-A05-302-24-16-a	Δ = 302	bi.bi = 24	b0.bi = 16	hypers = 1 x (irr-A5-6) + 8.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 4 x (irr-A5-35)
vtx-A05-302-24-16-b	Δ = 302	bi.bi = 24	b0.bi = 16	hypers = 8 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-302-27-15	Δ = 302	bi.bi = 27	b0.bi = 15	hypers = 26 x (irr-A5-6) + 2 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-303-24-16-a	Δ = 303	bi.bi = 24	b0.bi = 16	hypers = 8 x (irr-A5-20-q) + 3 x (irr-A5-15) + 3 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-303-24-16-b	Δ = 303	bi.bi = 24	b0.bi = 16	hypers = 1 x (irr-A5-6) + 8.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-303-27-15	Δ = 303	bi.bi = 27	b0.bi = 15	hypers = 27 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-304-24-16-a	Δ = 304	bi.bi = 24	b0.bi = 16	hypers = 2 x (irr-A5-6) + 9 x (irr-A5-20-q) + 2 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-304-24-16-b	Δ = 304	bi.bi = 24	b0.bi = 16	hypers = 8 x (irr-A5-20-q) + 4 x (irr-A5-15) + 4 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-304-24-16-c	Δ = 304	bi.bi = 24	b0.bi = 16	hypers = 1 x (irr-A5-6) + 8.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 3 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-305-24-16-a	Δ = 305	bi.bi = 24	b0.bi = 16	hypers = 2 x (irr-A5-6) + 9 x (irr-A5-20-q) + 1 x (irr-A5-15) + 3 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-305-24-16-b	Δ = 305	bi.bi = 24	b0.bi = 16	hypers = 1 x (irr-A5-6) + 8.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 4 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-305-24-16-c	Δ = 305	bi.bi = 24	b0.bi = 16	hypers = 8 x (irr-A5-20-q) + 5 x (irr-A5-15) + 5 x (irr-A5-21)
vtx-A05-306-24-16-a	Δ = 306	bi.bi = 24	b0.bi = 16	hypers = 2 x (irr-A5-6) + 9 x (irr-A5-20-q) + 2 x (irr-A5-15) + 4 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-306-24-16-b	Δ = 306	bi.bi = 24	b0.bi = 16	hypers = 1 x (irr-A5-6) + 8.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 5 x (irr-A5-21)
vtx-A05-306-24-16-c	Δ = 306	bi.bi = 24	b0.bi = 16	hypers = 3 x (irr-A5-6) + 9.5 x (irr-A5-20-q) + 3 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-307-8-10	Δ = 307	bi.bi = 8	b0.bi = 10	hypers = 32 x (irr-A5-6) + 10 x (irr-A5-15)
vtx-A05-307-24-14	Δ = 307	bi.bi = 24	b0.bi = 14	hypers = 32 x (irr-A5-6) + 3 x (irr-A5-15) + 1 x (irr-A5-105a)
